               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  94,            0.014615,           0.0065744,          0.00085302,             0.99517,             0.98297,              0.9916,             0.89481,           0.0081457,           0.0032767,          0.00037986,            0.006931,            0.006931,            0.006931
                  95,              0.0149,           0.0065348,          0.00088306,             0.99106,             0.98679,             0.99194,             0.90036,           0.0079349,           0.0032718,          0.00042947,            0.006898,            0.006898,            0.006898
                  96,            0.014555,           0.0064876,          0.00078903,             0.99601,             0.98249,             0.98937,             0.90296,           0.0079278,           0.0032233,          0.00040083,            0.006865,            0.006865,            0.006865
                  97,            0.014618,           0.0063679,          0.00079373,             0.99113,             0.98703,             0.98935,             0.90529,            0.007883,           0.0031651,          0.00037223,            0.006832,            0.006832,            0.006832
                  98,            0.014224,           0.0064007,          0.00089153,             0.99395,             0.98007,             0.99172,             0.91341,           0.0078164,           0.0032176,          0.00041734,            0.006799,            0.006799,            0.006799
                  99,            0.014313,           0.0063294,          0.00075351,              0.9934,             0.98344,             0.98596,             0.90234,           0.0078135,           0.0031489,          0.00034741,            0.006766,            0.006766,            0.006766
                 100,            0.014452,           0.0065005,          0.00083669,             0.99557,             0.98355,             0.99015,             0.90399,           0.0079874,           0.0032283,          0.00039674,            0.006733,            0.006733,            0.006733
                 101,            0.014398,           0.0063782,          0.00093685,             0.99409,             0.98745,             0.98929,             0.89989,            0.008026,           0.0031941,          0.00037696,              0.0067,              0.0067,              0.0067
                 102,            0.014112,           0.0064457,          0.00082749,             0.99077,             0.98703,             0.98941,              0.9075,           0.0077334,           0.0031579,          0.00038942,            0.006667,            0.006667,            0.006667
                 103,            0.014527,           0.0065645,          0.00083133,             0.98712,              0.9861,             0.98993,             0.90794,            0.007832,           0.0032347,          0.00041867,            0.006634,            0.006634,            0.006634
                 104,            0.014366,           0.0065674,           0.0009813,             0.98173,             0.98655,             0.98763,             0.90127,           0.0077332,           0.0031703,          0.00042906,            0.006601,            0.006601,            0.006601
                 105,            0.014249,           0.0063237,          0.00095646,             0.99471,             0.97216,             0.98802,             0.90174,           0.0077276,           0.0031499,          0.00037995,            0.006568,            0.006568,            0.006568
                 106,            0.014023,           0.0063427,          0.00072484,             0.99629,             0.97892,              0.9894,             0.90311,           0.0077499,           0.0032464,          0.00037892,            0.006535,            0.006535,            0.006535
                 107,            0.014039,           0.0062739,          0.00076615,             0.99681,             0.97573,             0.98871,             0.90597,           0.0075559,            0.003063,           0.0004023,            0.006502,            0.006502,            0.006502
                 108,            0.014098,           0.0063562,          0.00082792,             0.98783,              0.9782,             0.98803,             0.90467,           0.0077116,           0.0031466,          0.00050871,            0.006469,            0.006469,            0.006469
                 109,            0.013975,           0.0063255,            0.000787,             0.98673,              0.9832,              0.9876,             0.90678,           0.0074999,           0.0030665,           0.0004116,            0.006436,            0.006436,            0.006436
                 110,            0.013702,           0.0063333,          0.00073128,             0.99336,             0.97372,             0.98608,              0.9066,            0.007448,           0.0031408,          0.00045374,            0.006403,            0.006403,            0.006403
                 111,            0.013643,           0.0061206,          0.00075585,             0.99475,             0.97554,             0.98613,              0.9051,           0.0073967,           0.0030494,          0.00039499,             0.00637,             0.00637,             0.00637
                 112,            0.014198,           0.0064593,          0.00088403,              0.9869,             0.98897,             0.99032,             0.90576,           0.0074689,           0.0031214,          0.00044832,            0.006337,            0.006337,            0.006337
                 113,            0.013707,           0.0061535,          0.00072308,             0.98537,             0.98294,             0.98884,             0.90602,           0.0073625,           0.0030547,          0.00042492,            0.006304,            0.006304,            0.006304
                 114,            0.013799,           0.0062213,          0.00069512,             0.98544,             0.98431,             0.98904,             0.91059,           0.0074688,           0.0030918,           0.0004253,            0.006271,            0.006271,            0.006271
                 115,            0.013978,           0.0062532,          0.00075473,             0.98575,              0.9837,             0.98896,             0.90993,           0.0072477,           0.0031031,          0.00040842,            0.006238,            0.006238,            0.006238
                 116,             0.01332,           0.0062335,          0.00078945,             0.99038,              0.9897,             0.98927,             0.91533,           0.0072119,           0.0029527,          0.00037214,            0.006205,            0.006205,            0.006205
                 117,            0.013843,           0.0061384,          0.00075642,              0.9963,             0.97852,             0.98926,             0.90914,           0.0072385,           0.0029066,          0.00037652,            0.006172,            0.006172,            0.006172
                 118,            0.013642,            0.006121,          0.00075869,             0.99383,             0.97933,             0.99188,             0.91015,           0.0073293,           0.0029054,          0.00035367,            0.006139,            0.006139,            0.006139
                 119,            0.013855,           0.0063562,          0.00087633,             0.98809,             0.98344,             0.99171,             0.91181,           0.0072938,            0.002938,          0.00037395,            0.006106,            0.006106,            0.006106
                 120,            0.013639,           0.0062896,          0.00086006,             0.99458,             0.97871,             0.99099,              0.9151,           0.0071372,           0.0029138,          0.00034563,            0.006073,            0.006073,            0.006073
                 121,            0.013458,           0.0062092,          0.00073805,              0.9969,             0.97777,              0.9892,             0.91255,           0.0071823,           0.0029593,          0.00040695,             0.00604,             0.00604,             0.00604
                 122,            0.013496,           0.0062439,          0.00077297,             0.99604,             0.97506,             0.98656,             0.91287,           0.0071796,           0.0029094,          0.00039037,            0.006007,            0.006007,            0.006007
                 123,            0.013276,           0.0061101,          0.00074602,             0.98586,             0.98521,             0.98924,             0.91428,           0.0070317,           0.0028887,           0.0003719,            0.005974,            0.005974,            0.005974
                 124,            0.013443,           0.0061372,           0.0007332,             0.99414,             0.97738,             0.98926,             0.91644,           0.0070927,           0.0029052,          0.00036626,            0.005941,            0.005941,            0.005941
                 125,            0.013496,           0.0061612,          0.00077922,             0.98855,             0.98326,             0.98924,             0.91487,           0.0070318,           0.0029336,          0.00032426,            0.005908,            0.005908,            0.005908
                 126,            0.013078,            0.006054,           0.0008095,             0.99185,             0.97903,             0.99115,             0.91617,           0.0071174,           0.0029274,          0.00037576,            0.005875,            0.005875,            0.005875
                 127,            0.013535,           0.0062161,          0.00078604,             0.98885,             0.98703,             0.98961,             0.91787,           0.0070006,           0.0028585,          0.00035632,            0.005842,            0.005842,            0.005842
                 128,            0.013127,           0.0059353,          0.00070261,             0.99013,             0.97583,             0.98999,             0.91416,           0.0071072,           0.0028912,          0.00041389,            0.005809,            0.005809,            0.005809
                 129,            0.013093,           0.0059789,          0.00066166,             0.99075,             0.98271,             0.99018,             0.91454,            0.006935,           0.0029075,          0.00038831,            0.005776,            0.005776,            0.005776
                 130,            0.013218,           0.0061414,          0.00064799,             0.99775,             0.97152,             0.99149,             0.91546,           0.0069022,           0.0028894,          0.00037297,            0.005743,            0.005743,            0.005743
                 131,            0.013283,           0.0060608,          0.00058723,             0.98631,             0.98245,              0.9893,             0.91791,           0.0070077,           0.0028995,          0.00039171,             0.00571,             0.00571,             0.00571
                 132,            0.013146,            0.006106,          0.00063852,             0.98535,             0.98104,             0.98649,             0.91439,           0.0069861,           0.0028907,          0.00039652,            0.005677,            0.005677,            0.005677
                 133,             0.01281,           0.0059304,          0.00064166,             0.99366,             0.97853,             0.98913,             0.91706,           0.0068546,           0.0028023,          0.00037192,            0.005644,            0.005644,            0.005644
                 134,            0.012989,           0.0058963,          0.00067049,             0.98946,             0.98061,             0.98916,             0.91608,           0.0069662,           0.0028764,          0.00038614,            0.005611,            0.005611,            0.005611
                 135,            0.012935,           0.0060061,          0.00061187,             0.99484,             0.97687,             0.98652,             0.91563,           0.0069944,           0.0028874,           0.0003614,            0.005578,            0.005578,            0.005578
                 136,            0.012841,           0.0059093,           0.0006097,             0.99168,             0.97929,             0.98822,             0.91762,           0.0069543,           0.0028404,          0.00033607,            0.005545,            0.005545,            0.005545
                 137,            0.012914,           0.0058465,          0.00065678,             0.99869,             0.97712,             0.98872,             0.91541,           0.0068729,            0.002853,          0.00032285,            0.005512,            0.005512,            0.005512
                 138,            0.012842,           0.0057368,          0.00072729,             0.99077,             0.97869,             0.98934,             0.91515,           0.0068682,           0.0028394,           0.0003584,            0.005479,            0.005479,            0.005479
                 139,            0.012825,           0.0059092,          0.00066495,             0.99681,             0.97596,             0.98916,             0.91427,           0.0068686,           0.0028211,          0.00034936,            0.005446,            0.005446,            0.005446
                 140,            0.012758,           0.0059616,           0.0007141,             0.99539,              0.9792,             0.98853,             0.91671,           0.0068326,           0.0028803,          0.00034958,            0.005413,            0.005413,            0.005413
                 141,            0.012857,           0.0058353,          0.00063424,             0.99546,             0.97972,             0.98863,              0.9182,           0.0067888,           0.0028945,          0.00035252,             0.00538,             0.00538,             0.00538
                 142,            0.012728,           0.0059089,          0.00068617,             0.99493,             0.97982,             0.98859,             0.91769,           0.0067975,           0.0028596,          0.00034051,            0.005347,            0.005347,            0.005347
                 143,            0.012584,           0.0058207,           0.0006192,             0.99596,             0.98007,             0.98847,             0.92028,           0.0067866,           0.0028485,          0.00033067,            0.005314,            0.005314,            0.005314
                 144,            0.012673,            0.005787,          0.00070575,             0.99825,             0.97431,             0.98798,             0.91969,           0.0067105,           0.0029354,          0.00034136,            0.005281,            0.005281,            0.005281
                 145,            0.012497,           0.0057869,           0.0007496,             0.99458,             0.98033,             0.98931,             0.92166,           0.0066358,           0.0027593,          0.00032836,            0.005248,            0.005248,            0.005248
                 146,             0.01257,            0.005937,          0.00074025,              0.9924,             0.97959,             0.98933,             0.92149,           0.0065852,           0.0027785,          0.00035082,            0.005215,            0.005215,            0.005215
                 147,            0.012152,           0.0056266,          0.00065927,              0.9918,             0.97863,              0.9913,             0.91795,           0.0066977,            0.002812,          0.00033904,            0.005182,            0.005182,            0.005182
